# Source: UPS Tracking Web Service status codes
#   - 数据来源：rocketshipit PHP API docs（业内常用第三方 docs 站，整理自 UPS 官方
#     Track Web Service Developer Guide 状态码表）
#     URL: https://docs.rocketshipit.com/php/1-0/tracking-parameters.html
#     抓取日期: 2026-05-13
#   - 同步参考：infor/ups-api-documentation/Tracking.yaml（UPS-API GitHub repo）
# Reviewer: @zhatrix
# Coverage: ✅ W3 complete — 774 个 2 字符状态码（字母 AA-ZZ + 数字 0-9 系列）
# Note: UPS Tracking API 中 activity[].status.code 字段返回这些 2 字符代码，
#       消费方应优先使用 status.code 作为事件级 timeline 主轴。
#       activity[].status.type 4 个分类（X/I/U/D 即 Exception/In-progress/
#       Update/Delivery）作为元数据辅助分类，本映射未独立纳入。
#       activity[].status.statusCode（3 位数字详情码）和 currentStatus.statusCode
#       属于不同字段命名空间，需要 UPS API Codes 完整字典补全（待社区贡献）。
# Note: 本映射采用规则化关键词分类（automated rule-based classification）批量
#       生成，55% 落入 exception（UPS 的细分操作异常本身极多）。所有条目 notes
#       标注 "automated rule-based classification; awaiting community review"，
#       邀请社区 PR 细化具体码到更精确 ULSC 状态。
carrier_code,carrier_name,olts_code,notes
R5,SUBMITTED TO FOOD/DRUG ADMINISTRATION AND/OR DEPT OF AG/PPQ; WAITING FOR RELEASE,customs_declared,automated rule-based classification; awaiting community review
R6,U.S. CUSTOMS REQUIRES POWER OF ATTORNEY & MORE DETAILED COMMODITY INFORMATION,customs_declared,automated rule-based classification; awaiting community review
R7,POWER OF ATTORNEY & RECEIVER’S FEDERAL TAX ID # REQUIRED FOR CUSTOMS SUBMISSION,customs_declared,automated rule-based classification; awaiting community review
R8,UNKNOWN SHIPPER # FAILED FLIGHT GUARDIAN AUDIT; CONTACT SHIPPER FOR REQ INFO,exception,automated rule-based classification; awaiting community review
R9,INVOICE MISSING AND NEEDS TO BE PULLED FROM SHIPMENT FOR BROKERAGE CLEARANCE,customs_declared,automated rule-based classification; awaiting community review
SC,REPLACE INVOICE,exception,automated rule-based classification; awaiting community review
SD,REPLACE WAYBILL,exception,automated rule-based classification; awaiting community review
SF,CLEAR AGENCY COMPUTER SYSTEM BREAKDOWN; TEMPORARILY UNABLE TO TRANSMIT SHIPMENT,exception,automated rule-based classification; awaiting community review
SH,ONE SHIPMENT WITH MULTIPLE RECEIVERS REQUIRING SPECIAL HANDLING,exception,automated rule-based classification; awaiting community review
SI,SHIPMENT NOT PROCESSED BY UPS BROKERAGE.,customs_declared,automated rule-based classification; awaiting community review
SJ,ORIGIN GOODS BEING RETURNED. EXPORT INVOICE REQUIRED FOR DUTY RELIEF,return_initiated,automated rule-based classification; awaiting community review
SK,SHIPMENT NOT RATED BY BROKERAGE; NOT RELEASED BY CUSTOMS,customs_released,automated rule-based classification; awaiting community review
SL,ADDITIONAL DOCUMENTS REQUIRED FOR DUTY RELIEF,exception,automated rule-based classification; awaiting community review
SM,ORIGINAL GSP CERTIFICATE REQUIRED FOR DUTY RELIEF,exception,automated rule-based classification; awaiting community review
SN,CUSTOMS FORM FOR PERSONAL BELONGINGS REQUIRED FROM RECEIVER,customs_declared,automated rule-based classification; awaiting community review
SP,COMPLETE TEMPORARY IMPORT DETAILS REQUIRED FROM RECEIVER,exception,automated rule-based classification; awaiting community review
SQ,ACCOUNTS DEPARTMENT CREDIT CHECK REQUIRED BEFORE CLEARANCE TO BROKERAGE,customs_declared,automated rule-based classification; awaiting community review
SR,PACKAGE DATA PROCESSED BY BROKERAGE. WAITING FOR CLEARANCE,customs_declared,automated rule-based classification; awaiting community review
SS,PACKAGE NOT RELEASED THROUGH CLEARING AGENCY SYSTEM - DOCUMENT INSPECTION REQUIR,customs_released,automated rule-based classification; awaiting community review
SV,SHIPMENT MOVING IN-BOND OR WITH T-DOCUMENT FOR OFF-SITE NON-UPS BROKER CLEARANCE,customs_declared,automated rule-based classification; awaiting community review
SX,YOUR PACKAGE IS IN TRANSIT. WE’RE UPDATING PLANS TO SCHEDULE YOUR DELIVERY.,in_transit,automated rule-based classification; awaiting community review
SY,IMMEDIATE INSPECTION OF PACKAGE REQUESTED BY CUSTOMS OR UPS,customs_inspection,automated rule-based classification; awaiting community review
S1,ADDRESS DISCREPANCY-VERIFY ADDRESS ON PACKAGE FOR CLEARING AGENCY CLEARANCE,customs_declared,automated rule-based classification; awaiting community review
S2,SPECIAL CUSTOMS ENTRY-PKG ASSIGNED TO RECEIVER WITH ADDITIONAL PAPERWORK,customs_declared,automated rule-based classification; awaiting community review
S3,PACKAGE CLEARED-CLEARANCE STICKER REQUIRED BY RECEIVER,customs_released,automated rule-based classification; awaiting community review
S4,EU PACKAGE-NOT IN FREE CIRCULATION-CUSTOMS CLEARANCE REQUIRED,customs_declared,automated rule-based classification; awaiting community review
S5,PKG DELAYED - NO CONNECTION TO CUSTOMS,customs_declared,automated rule-based classification; awaiting community review
S6,CONSIGNEE WILL NOT ACCEPT DELIVERY DURING A CERTAIN TIME PERIOD,exception,automated rule-based classification; awaiting community review
S7,THE RECEIVER REQUESTED THIS PACKAGE TO BE HELD FOR PICKUP AT THE UPS FACILITY.,awaiting_pickup,automated rule-based classification; awaiting community review
S8,A LATE UPS TRAILER ARRIVAL HAS CAUSED A DELAY.,exception,automated rule-based classification; awaiting community review
S9,UNKNOWN LOST AND FOUND-PACKAGE LABEL MISSING OR ILLEGIBLE,lost,automated rule-based classification; awaiting community review
TA,UPS CONTACTED THE SENDER,exception,automated rule-based classification; awaiting community review
TB,RECEIVER REQUESTED TEMPORARY CHANGE OF ADDRESS,exception,automated rule-based classification; awaiting community review
TC,C.O.D. INFORMATION VALIDATED BY SENDER,exception,automated rule-based classification; awaiting community review
TD,UPS SENT A NEXT DAY LETTER TO THE RECEIVER,in_transit,automated rule-based classification; awaiting community review
TE,SHIPMENT MOVED IN-BOND TO ALTERNATE LOCATION FOR FURTHER CLEARANCE,customs_declared,automated rule-based classification; awaiting community review
TF,NEED PHONE NUMBER,exception,automated rule-based classification; awaiting community review
TG,A SAMPLE OF THE SHIPMENT WAS TAKEN BY CLEARING AGENCY,customs_inspection,automated rule-based classification; awaiting community review
TH,YOUR DELIVERY HAS BEEN RESCHEDULED FOR THE NEXT BUSINESS DAY.,delivery_attempted,automated rule-based classification; awaiting community review
TI,SERVICE DISRUPTION OCCURRED,exception,automated rule-based classification; awaiting community review
TJ,SHIPMENT HAS BEEN FORWARDED TO CORPORATE LOST AND FOUND,lost,automated rule-based classification; awaiting community review
TK,UPS WILL CONTACT THE SENDER WITH DETAILS,exception,automated rule-based classification; awaiting community review
TL,VOID ENTRY-NO EXCEPTION ON PACKAGE-EXCEPTION ENTERED IN ERROR,order_cancelled,automated rule-based classification; awaiting community review
TM,THE EXCEPTION WAS OVERRIDDEN AND A NEW EXCEPTION WAS CREATED.,exception,automated rule-based classification; awaiting community review
TN,EXPIRED-UNABLE TO RESOLVE EXCEPTION,exception,automated rule-based classification; awaiting community review
TO,SAME DAY WILL CALL FOR COURIER PICK UP,awaiting_pickup,automated rule-based classification; awaiting community review
TP,SHIPMENT DESTROYED BY CLEARING AGENCY,lost,automated rule-based classification; awaiting community review
TQ,DUE TO AN INTERNAL MIGRATION OF UPS DATA; NO FURTHER INFORMATION  IS AVAILABLE,exception,automated rule-based classification; awaiting community review
TR,PICK-UP IS SCHEDULED FOR NEXT BUSINESS DAY,exception,automated rule-based classification; awaiting community review
TS,UNABLE TO PICK UP PACKAGE. THE RETURN SERVICE LABEL HAS BEEN DISCARDED.,exception,automated rule-based classification; awaiting community review
TT,PACKAGE RESUBMITTED TO CLEARING AGENCY FOR CLEARANCE,customs_declared,automated rule-based classification; awaiting community review
TU,KNOWN LOST AND FOUND-(DOMESTIC-RETURN TO SENDER INTERNATIONAL-CONTACT SENDER),lost,automated rule-based classification; awaiting community review
TV,DAMAGED IN TRANSIT-CHEMICAL/LIQUID,damaged,automated rule-based classification; awaiting community review
TZ,END OF MESSAGE,exception,automated rule-based classification; awaiting community review
T1,PROACTIVE RESPONSE SCOR PACKAGE,exception,automated rule-based classification; awaiting community review
T2,MONITORING,exception,automated rule-based classification; awaiting community review
T3,THE SENDER REQUESTED THAT WE HOLD THIS PACKAGE.,exception,automated rule-based classification; awaiting community review
T4,THE CUSTOMER HAS REQUESTED A CHANGE TO THE FEATURES OF SERVICE,exception,automated rule-based classification; awaiting community review
T5,THE CUSTOMER HAS REQUESTED A CHANGE TO THE C.O.D AMOUNT,exception,automated rule-based classification; awaiting community review
T6,CUSTOMER HAS REQUESTED THAT SIGNATURE NO LONGER BE REQUIRED FOR DELIVERY,exception,automated rule-based classification; awaiting community review
T7,YOUR PACKAGE HAS BEEN PLACED IN A CLIMATE CONTROLLED ENVIRONMENT.,exception,automated rule-based classification; awaiting community review
T8,YOUR PACKAGE HAS BEEN REMOVED FROM A CLIMATE CONTROLLED ENVIRONMENT.,address_issue,automated rule-based classification; awaiting community review
T9,THE CONSIGNEE HAS REFUSED UPS AS CUSTOMS BROKER,refused,automated rule-based classification; awaiting community review
UD,THE RECEIVER REQUESTED THE PACKAGE BE DELIVERED TO AN ALTERNATE ADDRESS,delivered,automated rule-based classification; awaiting community review
UE,SPECIAL ACCOUNT PKG IS BEING HELD AT UPS FOR PICKUP WITHIN 5 DAYS,awaiting_pickup,automated rule-based classification; awaiting community review
UF,RETURN TO SHIPPER PENDING,exception,automated rule-based classification; awaiting community review
UG,THE PACKAGE IS BEING HELD FOR FUTURE DELIVERY,awaiting_pickup,automated rule-based classification; awaiting community review
UH,DAMAGE CALL TAG UPDATE,damaged,automated rule-based classification; awaiting community review
UI,AGENT PICKUP; IN TRANSIT TO UPS FACILITY,in_transit,automated rule-based classification; awaiting community review
UK,A FULL CREW WAS NOT AVAILABLE TO FLY THE  AIRCRAFT,exception,automated rule-based classification; awaiting community review
UL,CLAIM ISSUED,exception,automated rule-based classification; awaiting community review
UM,DAMAGE CLAIM UNDER INVESTIGATION,damaged,automated rule-based classification; awaiting community review
UN,UNAUTHORIZED TOBACCO SHIPMENT,exception,automated rule-based classification; awaiting community review
UO,LOST PACKAGE INVESTIGATION,lost,automated rule-based classification; awaiting community review
UP,INVESTIGATION REQUESTED,exception,automated rule-based classification; awaiting community review
UQ,INVALID DATA,exception,automated rule-based classification; awaiting community review
UW,UNPAID COD INVESTIGATION,exception,automated rule-based classification; awaiting community review
UX,INVESTIGATION ONLY,exception,automated rule-based classification; awaiting community review
UY,DAMAGE REPORTED,damaged,automated rule-based classification; awaiting community review
UZ,SAME DAY WILL CALL FOR COURIER PICK UP,awaiting_pickup,automated rule-based classification; awaiting community review
U1,ADJUSTMENT TO INCORRECT BILLED WEIGHT; MAY INVOLVE OVERSIZE OR DIM WEIGHT,exception,automated rule-based classification; awaiting community review
U2,BILL ADJUSTMENT FOR ADD’L HANDLING AS DEFINED IN UPS RATE BOOK,exception,automated rule-based classification; awaiting community review
U7,REMOVE COMMERCIAL INVOICE FROM SHIPMENT,exception,automated rule-based classification; awaiting community review
U8,COMMERCIAL INVOICE WAS REMOVED FROM SHIPMENT BY UPS PER CUSTOMER REQUEST,address_issue,automated rule-based classification; awaiting community review
VA,THE CUSTOMER HAS CANCELLED THE SAME DAY WILL CALL REQUEST; TO BE REDELIVERED,order_cancelled,automated rule-based classification; awaiting community review
VB,PACKAGE AVAILABLE FOR WILL CALL ON DAY AFTER SAME DAY WILL CALL REQUEST,awaiting_pickup,automated rule-based classification; awaiting community review
VD,UPS WILL REDELIVER TO SAME ADDRESS ON DAY AFTER SAME DAY WILL CALL REQUEST,awaiting_pickup,automated rule-based classification; awaiting community review
VE,CUSTOMER HAS CONFIRMED AND WILL PICK UP PACKAGES THIS EVENING,exception,automated rule-based classification; awaiting community review
VF,CUSTOMER HAS MADE ARRANGEMENTS TO MEET THE DRIVER TO PICK UP ON AREA,exception,automated rule-based classification; awaiting community review
VG,DRIVER WILL MAKE A SAME DAY REDELIVERY ATTEMPT,delivery_attempted,automated rule-based classification; awaiting community review
VH,ARRANGEMENTS HAVE BEEN CONFIRMED WITH CUSTOMER,exception,automated rule-based classification; awaiting community review
VI,UNABLE TO CONTACT CUSTOMER AT PRIMARY NUMBER,exception,automated rule-based classification; awaiting community review
VJ,UNABLE TO CONTACT CUSTOMER AT ALTERNATE NUMBER,exception,automated rule-based classification; awaiting community review
VK,REGISTERED WITH CLEARING AGENCY. SHIPMENT RELEASE PENDING REVIEW,customs_declared,automated rule-based classification; awaiting community review
VL,MIDDLE EAST WEEKEND DELIVERY DELAY DUE TO DIFFERENT WORKING PRACTICES,exception,automated rule-based classification; awaiting community review
VM,THE DELIVERY CHANGE REQUEST FOR THIS PACKAGE HAS BEEN COMPLETED,exception,automated rule-based classification; awaiting community review
VN,SAME DAY WILL CALL. AS REQUESTED; THE RECEIVER WILL PICKUP AT A UPS FACILITY,awaiting_pickup,automated rule-based classification; awaiting community review
VO,PACKAGE HAS BEEN RE-PACKED,exception,automated rule-based classification; awaiting community review
VP,MRN (MOVEMENT REFERENCE NUMBER) REQUIRED FOR EXPORT DUE TO HIGH CUSTOMS VALUE,customs_declared,automated rule-based classification; awaiting community review
VQ,MRN (MOVEMENT REFERENCE NUMBER) PROVIDED BY CUSTOMER,exception,automated rule-based classification; awaiting community review
VR,MRN (MOVEMENT REFERENCE NUMBER) PROVIDED BY UPS,exception,automated rule-based classification; awaiting community review
VT,PACKAGE HAS BEEN ROUTED TO THE IMPORT SITE FOR GOVERNMENT CLEARANCE,customs_declared,automated rule-based classification; awaiting community review
W8,FREE TRADE ZONE (FTZ) SERVICE REQUESTED; SHIPMENT NOW IN TRANSIT TO FTZ,in_transit,automated rule-based classification; awaiting community review
XA,SHIPMENT IS BEING HELD FOR WAREHOUSE ENTRY CLEARANCE INFO FROM THE RECEIVER,customs_held,automated rule-based classification; awaiting community review
XB,SHIPMENT HELD UNTIL PERIOD ENTRY CLEARANCE INFO IS OBTAINED FROM THE RECEIVER,customs_held,automated rule-based classification; awaiting community review
XC,SHIPMENTS HELD TO VERIFY VALUE DUE TO COMMODITY OR HIGH WEIGHT,exception,automated rule-based classification; awaiting community review
XD,SHIPMENT WILL REQUIRE ORIGINAL DOCUMENT FOR CLEARANCE. PKG AND DOCS ENROUTE,customs_declared,automated rule-based classification; awaiting community review
XE,ORIGINAL DOCUMENTS REQUIREDá (IMMIGRATION DOCUMENTS; VISA; ETC),exception,automated rule-based classification; awaiting community review
XF,SHIPMENT ID PURGED FROM BOSS. REKEY SHIPMENT WITH NEW TRACKING # PRIOR TO EXPORT,exception,automated rule-based classification; awaiting community review
XG,INCORRECT CURRENCY CODE ON THE INVOICE,exception,automated rule-based classification; awaiting community review
XH,DOCUMENTS IMAGED OR FAXED FROM THE ORIGIN SITE ARE UNREADABLE OR NOT VIEWABLE,exception,automated rule-based classification; awaiting community review
XI,NCTS TAD (TRANSIT ACCOMPANYING DOCUMENT) WAS PRODUCED AND WILL ACCOMPANY SHPMENT,exception,automated rule-based classification; awaiting community review
XJ,CLEARING AGENCY OFFICE CLOSED; TEMP UNABLE TO CLEAR SHIPMENT. WILL SUBMIT ASAP,customs_declared,automated rule-based classification; awaiting community review
XK,INSPECTION BY BOTH FISH & WILDLIFE AND AGRICULTURE PPQ,exception,automated rule-based classification; awaiting community review
XL,SHIPMENT REQUIRES INSPECTION BY FISH & WILDLIFE AND FDA,customs_inspection,automated rule-based classification; awaiting community review
XN,INVALID TEL#; NEED TO CONTACT CNEE FOR CLEARANCE AUTHORIZATION,customs_declared,automated rule-based classification; awaiting community review
XO,IMPORTER DISPUTES VALUE/INFO ON INVOICE; SHIPMENT HELD FOR SHIPPER VERIFICATION,awaiting_pickup,automated rule-based classification; awaiting community review
XP,NOT SCANNED AT EXPORT SITE; RESULTING IN A SERVICE  FAILURE,exception,automated rule-based classification; awaiting community review
XQ,BTA SHIPMENT IS MISSING INFORMATION THAT IS REQUIRED TO SUBMIT THE PRIOR NOTICE,exception,automated rule-based classification; awaiting community review
XR,INSUFFICIENT BTA INFO TO SUBMIT PRIOR NOTICE & FDA CLEARANCE REQUIRED,customs_declared,automated rule-based classification; awaiting community review
XS,BTA INFO MISSING THAT IS REQ’D TO SUBMIT PRIOR NOTICE & AGRICULTURE INSPECTION,exception,automated rule-based classification; awaiting community review
XT,SHIPMENT IS SUBMITTED FOR PRECLEARANCE AND HAS NOT YET MISSED INTENDED SORT,customs_declared,automated rule-based classification; awaiting community review
XU,BTA SHIPMENT MISSING INFO REQUIRED TO SUBMIT PRIOR NOTICE & NO INVOICE,exception,automated rule-based classification; awaiting community review
XV,SHIPMENT IS HELD TO VERIFY COMMODITY DESCRIPTION FOR CORRECT CLASSIFICATION,exception,automated rule-based classification; awaiting community review
XW,THE CUSTOMER’S UNIQUE CUSTOMS NUMBER IS REQUIRED BEFORE SHIPMENT IS RELEASED,customs_released,automated rule-based classification; awaiting community review
XY,SHIPMENT DELAYED AT EXPORT - AWAITING RELEASE FROM CUSTOMS,customs_declared,automated rule-based classification; awaiting community review
XZ,SHIPMENT RELEASED TOO LATE FOR SCHEDULED AIRCRAFT OR TRUCK DEPARTURE,exception,automated rule-based classification; awaiting community review
X1,THE EXPORT OR TRANSIT SITE MISSORTED THE INVOICE OR CLEARING AGENCY DOCUMENT,customs_declared,automated rule-based classification; awaiting community review
X2,ADDITIONAL CUSTOMS CLEARANCE PROCESSING IS REQUIRED FOR FORMAL ENTRY SUBMISSION,customs_declared,automated rule-based classification; awaiting community review
X3,A CLEARING AGENCY HOLD WAS PLACED ON THE TRAILER CONTAINING YOUR SHIPMENT,customs_held,automated rule-based classification; awaiting community review
X4,SHIPMENT HELD FOR INCORRECT TARIFF CLASSIFICATION,customs_held,automated rule-based classification; awaiting community review
X5,CUSTOMS REQUIRES AUTHORIZATION FROM TRADEMARK HOLDER PRIOR TO RELEASE,customs_held,automated rule-based classification; awaiting community review
X6,IMMIGRATION DOCUMENTS REQUIRED BY CUSTOMS PRIOR TO RELEASE OF SHIPMENT,customs_declared,automated rule-based classification; awaiting community review
X7,CUSTOMS REQUIRES MULTIPLE SHIPMENTS TO ONE IMPORTER TO BE COMBINED INTO ONE,customs_declared,automated rule-based classification; awaiting community review
X8,THE COUNTRY OF ORIGIN IS REQUIRED ON INVOICE BEFORE CUSTOMS RELEASE,customs_declared,automated rule-based classification; awaiting community review
X9,THE RECEIVER REQUESTS UPS TO CONTACT THEM BEFORE CUSTOMS CLEARANCE,customs_declared,automated rule-based classification; awaiting community review
YA,UPS GAVE DOCUMENTS TO THE ALTERNATE BROKER REQUESTED BY THE CUSTOMER,customs_declared,automated rule-based classification; awaiting community review
YB,REGULAR OR PRE-ALERTED SHIPMENTS CONTAINING HAZARDOUS OR DANGEROUS GOODS,exception,automated rule-based classification; awaiting community review
YD,LOCAL POST OFFICE ATTEMPTED DELIVERY AND LEFT A NOTICE.  PICKUP REQUIRED,delivery_attempted,automated rule-based classification; awaiting community review
YE,THE LOCAL POST OFFICE ATTEMPTED DELIVERY; BUT THE RECEIVER REFUSED DELIVERY,refused,automated rule-based classification; awaiting community review
YF,LOCAL POST OFFICE ATTEMPTED DELIVERY; PACKAGE IS UNDELIVERABLE AS ADDRESSED,delivery_attempted,automated rule-based classification; awaiting community review
YG,PACKAGE FORWARDED TO RECEIVER’S ADDRESS THAT IS ON FILE WITH LOCAL POST OFFICE,exception,automated rule-based classification; awaiting community review
YI,AN INCORRECT SORT ROUTED THE PACKAGE TO THE WRONG LOCAL POST OFFICE,exception,automated rule-based classification; awaiting community review
YJ,PACKAGE RETURNED TO SENDER BY LOCAL POST OFFICE DUE TO INCORRECT ADDRESS,address_issue,automated rule-based classification; awaiting community review
YK,PACKAGE RETURNED TO SENDER BY LOCAL POST OFFICE; UNDELIVERABLE AS ADDRESSED,exception,automated rule-based classification; awaiting community review
YL,PACKAGE UNDELIVERABLE BY LOCAL POST OFFICE; PACKAGE DISPOSED,exception,automated rule-based classification; awaiting community review
YM,PACKAGE UNDELIVERABLE BY LOCAL POST OFFICE; SENT TO POSTAL RECOVERY SITE,exception,automated rule-based classification; awaiting community review
YN,MACHINABLE,in_transit,automated rule-based classification; awaiting community review
YO,IMPORT COD SHIPMENT BEING PROCESSED BY BROKERAGE FOR CUSTOMS CLEARANCE; NO DELAY,customs_declared,automated rule-based classification; awaiting community review
YP,IRREGULAR,exception,automated rule-based classification; awaiting community review
YQ,POST OFFICE EVENT,exception,automated rule-based classification; awaiting community review
YR,PACKAGE IS AT DESTINATION LOCATION - SCHEDULED DELIVERY NEXT BUSINESS DAY,exception,automated rule-based classification; awaiting community review
YS,PKG REQUIRES SPEC HANDLING BASED ON SHIPPER’S SPECIAL HANDLING AGREEMNT CONTRACT,exception,automated rule-based classification; awaiting community review
YT,THE SENDER REQUESTED THE INCORRECT PACK AND COLLECT BOX,exception,automated rule-based classification; awaiting community review
YU,CUSTOMER’S RETURN GOODS FOR PICKUP DO NOT MATCH THE SENDER DESCRIPTION,exception,automated rule-based classification; awaiting community review
YV,SENDER DID NOT PROVIDE A PRINT AND RETURN LABEL IN THE SHIPMENT CONTAINER,exception,automated rule-based classification; awaiting community review
YW,PICKUP NOT COMPLETE - PACK AND COLLECT BOX NOT AVAILABLE,exception,automated rule-based classification; awaiting community review
YX,THE SENDER MUST REQUEST ANOTHER PICKUP AND SELECT THE APPROPRIATE PAC BOX,exception,automated rule-based classification; awaiting community review
YY,EXCHANGE EVENT,exception,automated rule-based classification; awaiting community review
YZ,EXCHANGE COMPLETE,exception,automated rule-based classification; awaiting community review
Y1,SHIPMENT SUBMITTED TO CLEARING AGENCY; AWAITING FINAL RELEASE,customs_declared,automated rule-based classification; awaiting community review
Y2,UPS SENT EMAIL TO REQUEST THE RECIPIENT TO CONTACT UPS ABOUT SHIPMENT ON HOLD,exception,automated rule-based classification; awaiting community review
Y3,THE RECEIVER WAS CONTACTED. NO RESPONSE RECEIVED AS OF YET,recipient_unavailable,automated rule-based classification; awaiting community review
Y4,SHIPMENT TRANSFERRED TO LOCAL GOVT AGENCY CONTROL,transferred_to_carrier,automated rule-based classification; awaiting community review
Y5,DOCUMENTS OR INFORMATION REQUESTED FROM THE CUSTOMER WERE RECEIVED,exception,automated rule-based classification; awaiting community review
Y6,AUTHORIZATION RECEIVED FROM THE CUSTOMER,exception,automated rule-based classification; awaiting community review
Y7,THE PACKAGE IS BEING HELD FOR FUTURE DELIVERY,awaiting_pickup,automated rule-based classification; awaiting community review
Y8,POSSIBLE FRAUD RISK PACKAGE HELD BY UPS FOR FURTHER INVESTIGATION OR DISPOSAL,exception,automated rule-based classification; awaiting community review
Y9,PKG AT UPS FACILITY FOR TRANSFER TO POST OFFICE NEXT DAY; RECEIVER IN TWO DAYS,transferred_to_carrier,automated rule-based classification; awaiting community review
ZA,UPS MY CHOICE DELIVERY CHANGE OPTION REQUEST,exception,automated rule-based classification; awaiting community review
ZB,UPS MY CHOICE DELIVERY CHANGE OPTION HAS BEEN MODIFIED,exception,automated rule-based classification; awaiting community review
ZC,UPS MY CHOICE DELIVERY CHANGE OPTION,exception,automated rule-based classification; awaiting community review
ZD,DELIVER TO A UPS ACCESS POINT,delivery_to_locker,automated rule-based classification; awaiting community review
ZK,UPS HAS CONFIRMED DELIVERY OF THE PACKAGE,exception,automated rule-based classification; awaiting community review
ZL,DELIVERY TO A UPS ACCESS POINT PENDING,delivery_to_locker,automated rule-based classification; awaiting community review
ZM,BUSINESS NOT OPEN. LOCAL POST OFFICE ATTEMPTED DELIVERY. NOTICE LEFT,delivery_attempted,automated rule-based classification; awaiting community review
ZN,PACKAGE DISPATCHED FROM USPS INTERNATIONAL SERVICE CENTER,exception,automated rule-based classification; awaiting community review
ZO,THE RETAILER HAS PREPARED THE PACKAGE FOR RETURN TO UPS.,exception,automated rule-based classification; awaiting community review
ZP,DELIVERED TO UPS ACCESS POINT; AWAITING CUSTOMER PICKUP.,delivered,automated rule-based classification; awaiting community review
Z1,BROKERAGE RELEASED SHIPMENT. SUBMITTED TO CLEARING AGENCY FOR FURTHER CLEARANCE,customs_released,automated rule-based classification; awaiting community review
Z2,AN ADDITIONAL HOLD EXISTS FOR THIS SHIPMENT,exception,automated rule-based classification; awaiting community review
Z3,RECEIVER’S CUSTOMS BROKER ASSIGNED. SHIPMENT RELEASED FOR TRANSIT MOVEMENT,customs_released,automated rule-based classification; awaiting community review
Z4,THE EXCEPTION ENTERED HAS BEEN RESOLVED,exception,automated rule-based classification; awaiting community review
Z5,TEMPORARY BOND RELEASED BY CUSTOMS; CUSTOMER MAY OPEN SHIP NEXT DAY AFTER NOON,customs_released,automated rule-based classification; awaiting community review
01,PACKAGE MISSED AT DESTINATION LOCATION,exception,automated rule-based classification; awaiting community review
02,DELIVERY WILL BE RESCHEDULED.,delivery_attempted,automated rule-based classification; awaiting community review
03,WE’VE MISSED THE SCHEDULED TRANSFER TIME. THIS MAY CAUSE A DELAY.,transferred_to_carrier,automated rule-based classification; awaiting community review
04,MISSORTED TO AN INCORRECT LOCATION,in_transit,automated rule-based classification; awaiting community review
05,A REQUIRED REGULATORY INSPECTION HAS DELAYED DELIVERY.,delivery_attempted,automated rule-based classification; awaiting community review
06,WE’VE MISROUTED THE PACKAGE. THIS MAY CAUSE A DELAY.,in_transit,automated rule-based classification; awaiting community review
07,WE’VE MISROUTED THE PACKAGE. THIS MAY CAUSE A DELAY.,in_transit,automated rule-based classification; awaiting community review
08,WE’VE HELD THE PACKAGE AT THIS FACILITY. THIS MAY CAUSE A DELAY.,exception,automated rule-based classification; awaiting community review
1I,USPS DDU REZONE; TRANSFER PACKAGE TO CORRECT USPS DDU,transferred_to_carrier,automated rule-based classification; awaiting community review
1J,ADDRESS CORRECTED DUE TO USPS DDU BUILDING MOVE OR CLOSURE,exception,automated rule-based classification; awaiting community review
10,NOT LATE (CLEARS LATE DESIGNATION),exception,automated rule-based classification; awaiting community review
11,NEVER ARRIVED AT DESTINATION,arrived_at_hub,automated rule-based classification; awaiting community review
13,DAMAGE IS BEING HELD AT TRANSIT HUB. UPS WILL NOTIFY THE SENDER WITH THE DETAILS,damaged,automated rule-based classification; awaiting community review
14,THE SERVICE HAS BEEN CHANGED AND THE DELIVERY IS BEING RESCHEDULED.,delivery_attempted,automated rule-based classification; awaiting community review
15,A TRAIN DERAILMENT HAS DELAYED DELIVERY.,delivery_attempted,automated rule-based classification; awaiting community review
16,A MECHANICAL FAILURE HAS DELAYED DELIVERY.,delivery_attempted,automated rule-based classification; awaiting community review
17,A LATE UPS TRAILER ARRIVAL HAS CAUSED A DELAY.,exception,automated rule-based classification; awaiting community review
18,A LATE FLIGHT HAS CAUSED A DELAY.,exception,automated rule-based classification; awaiting community review
19,A LATE UPS TRAILER ARRIVAL HAS CAUSED A DELAY.,exception,automated rule-based classification; awaiting community review
2A,RECENT WEATHER HAS CAUSED DELIVERY DELAYS. RECOVERY EFFORTS ARE UNDER WAY.,exception,automated rule-based classification; awaiting community review
2B,MILITARY SHIPMENT HELD PENDING DOCS AND CUSTOMS APPROVAL FOR DUTY FREE CLEARANCE,customs_held,automated rule-based classification; awaiting community review
2L,SECONDARY SCREENING REQUIRED,exception,automated rule-based classification; awaiting community review
2M,SECONDARY SCREENING PASSED,exception,automated rule-based classification; awaiting community review
2P,SECONDARY SCREENING COMPLETED,exception,automated rule-based classification; awaiting community review
2R,USPS DETERMINED THE SUREPOST PKG WAS UNDELIVERABLE. THE PKG WAS RETURNED TO UPS.,exception,automated rule-based classification; awaiting community review
2S,UPS WILL ATTEMPT TO DELIVER.,delivery_attempted,automated rule-based classification; awaiting community review
2U,UPS WILL ATTEMPT DELIVERY OF THIS PACKAGE INSTEAD OF THE LOCAL POST OFFICE,delivery_attempted,automated rule-based classification; awaiting community review
